Id,SalePrice
1461,114435.17644814128
1462,154813.21568439045
1463,189189.80700031528
1464,198388.52855708625
1465,183174.35782738935
1466,172489.4377974497
1467,177952.44364685353
1468,165629.0081356603
1469,182849.08575993867
1470,118459.4174731608
1471,193636.5117523566
1472,97395.70815037488
1473,99424.92918256417
1474,149909.63236575798
1475,117234.26243068415
1476,366694.8936202832
1477,251501.7752366713
1478,284792.0137674842
1479,278508.09521848074
1480,537498.5052260715
1481,320403.1721689776
1482,204781.66020459664
1483,173317.26283379714
1484,165915.90200291094
1485,179278.88527454063
1486,195710.18157472232
1487,322535.6246738913
1488,231152.3239036609
1489,200276.372233806
1490,228483.90788936068
1491,194030.77597698494
1492,88223.12893170367
1493,187171.60802654934
1494,290672.97781198047
1495,287359.04977460747
1496,235881.89321716965
1497,174805.7421586578
1498,165008.90731639444
1499,157788.3076419623
1500,157871.3186415743
1501,178152.3883188783
1502,151321.78921088675
1503,285555.08579157526
1504,240136.42477272844
1505,228052.22598776632
1506,186363.2456241727
1507,260531.0214999376
1508,195359.20921991905
1509,160273.69522026659
1510,146979.53165677653
1511,145181.33570434523
1512,169718.2293804114
1513,135247.48175233914
1514,162973.91447815116
1515,196854.80874496352
1516,150128.50185652825
1517,172034.5619888829
1518,127320.2083005035
1519,226075.15307267875
1520,132857.45529000362
1521,133570.46233836515
1522,172456.7060850436
1523,112029.16592568485
1524,118556.36199520798
1525,124481.57083773652
1526,112503.7468280179
1527,103426.83954308994
1528,141174.52370033105
1529,148471.77564461261
1530,183456.76664539275
1531,104504.52298366478
1532,105691.07072672821
1533,142319.44903049554
1534,122876.37549755794
1535,155289.06307229318
1536,111647.59272643791
1537,61426.927208702225
1538,149994.27094673942
1539,179334.22527565435
1540,89831.12857610093
1541,136608.54338664183
1542,134617.4216183297
1543,203694.23277216838
1544,82609.45883325677
1545,109333.15000009187
1546,126073.76536118041
1547,131580.43355407528
1548,137164.5591738228
1549,118795.13514329043
1550,135997.6186127657
1551,114331.66620666719
1552,134923.9274961308
1553,146150.5361086226
1554,119279.61484350139
1555,165628.3096019182
1556,86491.51895742123
1557,102407.84422240274
1558,93976.38660235748
1559,74662.55580095579
1560,125356.0615300704
1561,125028.78879964538
1562,127810.8826910926
1563,118824.07452820773
1564,160925.8869922814
1565,146703.8092507975
1566,236884.58593534774
1567,74609.54579574887
1568,229043.04518369766
1569,127033.48980890871
1570,133917.49962847398
1571,118731.25331688355
1572,144697.00039280855
1573,241224.13410271183
1574,110409.94963767525
1575,226844.03171795345
1576,240600.48349353837
1577,191435.803211413
1578,149789.79989031743
1579,145629.09145902854
1580,191909.91556951232
1581,156307.40029156272
1582,125689.59678444192
1583,323365.26376173005
1584,224906.69716658077
1585,138859.78576142062
1586,66704.98723764306
1587,99922.34190291734
1588,154343.6385564419
1589,94463.60821896321
1590,137597.81038922127
1591,96042.44530128644
1592,129882.63536565668
1593,122858.41096956925
1594,127569.7382829306
1595,104004.64697910546
1596,235571.91885738532
1597,190573.3766388911
1598,205735.31180183485
1599,164484.9463187531
1600,161429.1796237467
1601,63662.88530640092
1602,103820.22266787298
1603,80217.98479316413
1604,277261.6217742484
1605,239074.82489150978
1606,172641.5312918761
1607,160527.30266501068
1608,214491.38937627987
1609,192846.3467734204
1610,159254.9929982583
1611,135274.21064613367
1612,168132.33328202524
1613,161911.99538589007
1614,121063.21062662089
1615,89246.65576349516
1616,74700.62803258582
1617,91481.14856728562
1618,125341.97976363414
1619,140316.50056771486
