Id,SalePrice
1461,115081.06060606061
1462,155781.1666666667
1463,168227.40208333335
1464,185568.56666666665
1465,195207.64
1466,176899.3739036227
1467,172855.94973959186
1468,177525.12925982612
1469,190002.17359999998
1470,124593.165
1471,206319.3
1472,96381.0
1473,95050.5
1474,150774.92217948718
1475,148350.9523809524
1476,420223.5
1477,255514.27
1478,319863.4
1479,255127.66
1480,533071.41
1481,328451.76
1482,208258.34666666665
1483,167377.10952380954
1484,174955.00720333014
1485,167856.12419260517
1486,196857.59722222225
1487,350577.5
1488,232866.54857142858
1489,208477.125
1490,259032.82
1491,197641.025
1492,79272.0
1493,181906.275
1494,298587.39
1495,282445.16
1496,234980.05
1497,177067.47
1498,157081.23333333334
1499,157584.0
1500,157157.34366666668
1501,181778.26657894737
1502,158978.0
1503,302201.33
1504,217075.37
1505,247504.6603174603
1506,192102.29737289378
1507,260485.46
1508,198850.33333333337
1509,167901.51206282421
1510,153573.71766666666
1511,152342.051
1512,163871.9
1513,140406.76515151514
1514,194804.14
1515,195854.65
1516,168089.7399378882
1517,152860.0
1518,135930.62692307692
1519,218246.1
1520,137967.35
1521,144706.69444444444
1522,170257.39967222075
1523,108814.2
1524,118907.19
1525,112643.1
1526,128780.84393939395
1527,100076.93
1528,125061.58333333334
1529,144239.3714285714
1530,174223.41566486142
1531,107604.04
1532,111486.94
1533,164001.6522222222
1534,127899.83
1535,153750.35
1536,108402.72
1537,63472.15
1538,183705.0
1539,196209.66
1540,103249.44
1541,138761.4057142857
1542,139031.33333333334
1543,244611.26
1544,67683.33
1545,108432.74
1546,127702.68833333332
1547,137806.7857142857
1548,145565.0
1549,119911.40476190476
1550,147504.01333333334
1551,118953.48
1552,127221.97
1553,140640.12
1554,107050.73599999999
1555,182506.72083003953
1556,84695.0
1557,93347.24
1558,91130.0
1559,95503.76
1560,136675.99666666667
1561,124537.59
1562,128530.37097069599
1563,122215.2
1564,168704.01428571434
1565,139886.42848484847
1566,228988.07142857142
1567,53538.11
1568,217414.6888888889
1569,138480.0
1570,132412.30906593407
1571,132315.21825396825
1572,148197.87429059827
1573,234941.41
1574,120046.74666666667
1575,189983.0
1576,224089.83333333337
1577,203449.9
1578,149832.12
1579,145562.5
1580,192540.6461625763
1581,148456.94217948717
1582,131021.22708333335
1583,326919.38
1584,230727.8
1585,136585.32142857145
1586,68736.22
1587,98938.1
1588,142100.19515151513
1589,104404.38
1590,127368.82
1591,99238.0
1592,111105.06060606061
1593,123059.0
1594,127037.81060606061
1595,100181.67
1596,229096.55
1597,173681.575
1598,211353.505
1599,193645.61
1600,197592.7594871795
1601,64781.11
1602,103719.02
1603,82344.93
1604,303967.1666666667
1605,263352.74
1606,171929.5982471404
1607,164013.85
1608,212008.48055555555
1609,194791.7
1610,152761.34217948717
1611,136423.05
1612,168373.925
1613,149356.55
1614,118197.80333333334
1615,87973.08
1616,56297.11
1617,86391.47
1618,123544.04166666666
1619,135047.2435897436
1620,155717.435
1621,119745.85727272727
1622,144369.41666666666
1623,286949.7
1624,210756.64848484853
1625,123147.96952380952
1626,173099.89945257426
1627,190713.2838888889
1628,307602.1166666667
1629,176262.57208566286
1630,404393.27
1631,206438.17
1632,237572.22857142857
1633,172233.4421217379
1634,176250.6353289474
1635,176514.51851180985
1636,162241.9
1637,174548.47559516528
1638,198854.94
1639,174003.40003863827
1640,244022.6
1641,177097.93086466164
1642,211676.515
1643,205176.33
1644,228845.0
1645,195293.8425
1646,148306.75833333333
1647,164800.13
1648,129129.97
1649,135555.97142857144
1650,113452.32666666666
1651,119726.435
1652,91122.5
1653,93950.97333333334
1654,161234.2916666667
1655,157516.65
1656,144837.74766666666
1657,147771.90984615387
1658,150854.28146520146
1659,137554.3
1660,150846.43582595183
1661,517177.05
1662,462000.09
1663,438589.82
1664,509068.89
1665,300347.48
1666,297067.9
1667,389489.76
1668,320164.69
1669,312570.01
1670,356208.01
1671,265513.28
1672,515741.12
1673,302316.76
1674,235243.1
1675,178627.84722222225
1676,187415.0
1677,209791.375
1678,537831.24
1679,436534.21
1680,316460.29
1681,245660.55
1682,283678.27
1683,177412.19324561403
1684,176215.04500051818
1685,178700.53587132163
1686,170470.47202924223
1687,174931.79705560915
1688,177360.91419799498
1689,188032.59197606836
1690,175680.18739234452
1691,174901.77329696197
1692,273437.97
1693,167298.1560985063
1694,177540.06
1695,178763.45990006308
1696,259970.3
1697,180827.17607986313
1698,372089.49
1699,315958.48
1700,232726.49
1701,240327.89
1702,272014.65
